Title,US Gross,Worldwide Gross,US DVD Sales,Production Budget,Release Date,MPAA Rating,Running Time min,Distributor,Source,Major Genre,Creative Type,Director,Rotten Tomatoes Rating,IMDB Rating,IMDB Votes
Astro Boy,19551067.0,44093014.0,7166365.0,65000000.0,Oct 23 2009,PG,94.0,Summit Entertainment,Based on Comic/Graphic Novel,Adventure,Super Hero,David Bowers,,6.4,5265.0
The Astronaut Farmer,11003643.0,11003643.0,13774930.0,13000000.0,Feb 23 2007,PG,109.0,Warner Bros.,Original Screenplay,Drama,Contemporary Fiction,Michael Polish,,6.4,10506.0
As Good as it Gets,148478011.0,314111923.0,,50000000.0,Dec 24 1997,PG-13,138.0,Sony Pictures,Original Screenplay,Romantic Comedy,Contemporary Fiction,James L. Brooks,85.0,7.8,92240.0
A Simple Plan,16316273.0,16316273.0,,17000000.0,Dec 11 1998,R,121.0,Paramount Pictures,Based on Book/Short Story,Drama,Contemporary Fiction,Sam Raimi,90.0,7.6,29095.0
The A-Team,77222099.0,176047914.0,,110000000.0,Jun 11 2010,PG-13,119.0,20th Century Fox,Based on TV,Action,,Joe Carnahan,47.0,7.2,29886.0
At First Sight,22365133.0,22365133.0,,40000000.0,Jan 15 1999,PG-13,128.0,MGM,Original Screenplay,Drama,Contemporary Fiction,,33.0,5.6,6872.0
Atlantis: The Lost Empire,84052762.0,186049020.0,,90000000.0,Jun 08 2001,PG,96.0,Walt Disney Pictures,Based on Book/Short Story,Adventure,Kids Fiction,Gary Trousdale,,6.4,15552.0
Hearts in Atlantis,24185781.0,30885781.0,,31000000.0,Sep 28 2001,PG-13,101.0,Warner Bros.,Based on Book/Short Story,Drama,Fantasy,,49.0,6.8,16336.0
Autumn in New York,37752931.0,90717684.0,,40000000.0,Aug 11 2000,PG-13,106.0,MGM,Original Screenplay,Drama,Contemporary Fiction,Joan Chen,21.0,4.8,9309.0
Atonement,50980159.0,129425746.0,15678677.0,30000000.0,Dec 07 2007,R,130.0,Focus Features,Based on Book/Short Story,Drama,Contemporary Fiction,Joe Wright,83.0,7.9,75491.0
August Rush,31664162.0,65627510.0,22082092.0,25000000.0,Nov 17 2007,PG,113.0,Warner Bros.,Based on Real Life Events,Drama,Fantasy,,37.0,7.5,28650.0
Across the Universe,24343673.0,29367143.0,25759408.0,45000000.0,Sep 14 2007,PG-13,133.0,Sony Pictures,Original Screenplay,Musical,Historical Fiction,,53.0,7.5,45611.0
Austin Powers: The Spy Who Shagged Me,206040085.0,309600000.0,,35000000.0,Jun 10 1999,PG-13,95.0,New Line,Original Screenplay,Comedy,Historical Fiction,Jay Roach,,6.6,81005.0
Austin Powers in Goldmember,213117789.0,292738626.0,,63000000.0,Jul 25 2002,PG-13,94.0,New Line,Original Screenplay,Comedy,Science Fiction,Jay Roach,54.0,6.2,69140.0
Austin Powers: International Man of Mystery,53883989.0,67683989.0,,18000000.0,May 02 1997,PG-13,89.0,New Line,Original Screenplay,Comedy,Contemporary Fiction,Jay Roach,,7.1,74487.0
The Avengers,23385416.0,48585416.0,,60000000.0,Aug 14 1998,PG-13,91.0,Warner Bros.,Based on TV,Action,Contemporary Fiction,,15.0,3.4,21432.0
The Aviator,102608827.0,214608827.0,,110000000.0,Dec 17 2004,PG-13,170.0,Miramax,Based on Real Life Events,Drama,Dramatization,Martin Scorsese,88.0,7.6,85740.0
AVP: Alien Vs. Predator,80281096.0,172543519.0,,70000000.0,Aug 13 2004,PG-13,101.0,20th Century Fox,Spin-Off,Horror,Science Fiction,Paul Anderson,,5.4,63019.0
Around the World in 80 Days,24004159.0,72004159.0,,110000000.0,Jun 16 2004,PG,120.0,Walt Disney Pictures,Remake,Adventure,Historical Fiction,Frank Coraci,30.0,5.6,21516.0
Away We Go,9451946.0,10108016.0,3788940.0,21000000.0,Jun 05 2009,R,98.0,Focus Features,Original Screenplay,Comedy,Contemporary Fiction,Sam Mendes,66.0,7.3,14929.0
Don't Say a Word,54997476.0,104488383.0,,50000000.0,Sep 28 2001,R,113.0,20th Century Fox,Based on Book/Short Story,Thriller/Suspense,Contemporary Fiction,,23.0,6.1,22157.0
Babe: Pig in the City,18319860.0,69131860.0,,80000000.0,Nov 25 1998,G,75.0,Universal,Based on Book/Short Story,Adventure,Kids Fiction,George Miller,61.0,6.1,9918.0
Babylon A.D.,22532572.0,70216497.0,16787309.0,45000000.0,Aug 29 2008,PG-13,100.0,20th Century Fox,Based on Book/Short Story,Action,Science Fiction,Mathieu Kassovitz,7.0,5.3,27189.0
Baby Geniuses,27151490.0,27151490.0,,13000000.0,Mar 12 1999,PG,94.0,Sony Pictures,Original Screenplay,Comedy,Kids Fiction,,2.0,2.2,9038.0
Bad Boys II,138540870.0,272940870.0,,130000000.0,Jul 18 2003,R,147.0,Sony Pictures,Original Screenplay,Action,Contemporary Fiction,Michael Bay,24.0,6.2,58002.0
Bad Company,30157016.0,69157016.0,,70000000.0,Jun 07 2002,PG-13,117.0,Walt Disney Pictures,Original Screenplay,Action,Contemporary Fiction,Joel Schumacher,10.0,5.3,17901.0
Boys and Girls,21799652.0,21799652.0,,16000000.0,Jun 16 2000,PG-13,94.0,Miramax,Original Screenplay,Romantic Comedy,Contemporary Fiction,,11.0,4.9,7779.0
Bangkok Dangerous,15298133.0,46598133.0,15494886.0,45000000.0,Sep 05 2008,R,98.0,Lionsgate,Remake,Action,Contemporary Fiction,Oxide Pang Chun,9.0,5.4,20931.0
The Banger Sisters,30306281.0,38067218.0,,10000000.0,Sep 20 2002,R,98.0,20th Century Fox,Original Screenplay,Comedy,Contemporary Fiction,,47.0,5.5,7435.0
Basic,26599248.0,42598498.0,,50000000.0,Mar 28 2003,R,98.0,Sony Pictures,Original Screenplay,Thriller/Suspense,Contemporary Fiction,John McTiernan,21.0,6.3,25960.0
Batman Begins,205343774.0,372353017.0,,150000000.0,Jun 15 2005,PG-13,140.0,Warner Bros.,Based on Comic/Graphic Novel,Action,Super Hero,Christopher Nolan,84.0,8.3,270641.0
Battlefield Earth: A Saga of the Year 3000,21471685.0,29725663.0,,80000000.0,May 12 2000,PG-13,121.0,Warner Bros.,Based on Book/Short Story,Action,Science Fiction,,,2.3,39316.0
The Dark Knight,533345358.0,1022345358.0,234119058.0,185000000.0,Jul 18 2008,PG-13,152.0,Warner Bros.,Based on Comic/Graphic Novel,Action,Super Hero,Christopher Nolan,93.0,8.9,465000.0
Baby Boy,28734552.0,28734552.0,,16000000.0,Jun 27 2001,R,130.0,Sony Pictures,Original Screenplay,Drama,Contemporary Fiction,John Singleton,69.0,6.1,4485.0
The Curious Case of Benjamin Button,127509326.0,329809326.0,42850598.0,160000000.0,Dec 25 2008,PG-13,167.0,Paramount Pictures,Based on Book/Short Story,Drama,Fantasy,David Fincher,72.0,8.0,137120.0
Baby Mama,60494212.0,64391484.0,24304275.0,,Apr 25 2008,PG-13,99.0,Universal,Original Screenplay,Comedy,Contemporary Fiction,,63.0,6.1,16128.0
Bless the Child,29374178.0,40435694.0,,40000000.0,Aug 11 2000,R,108.0,Paramount Pictures,Based on Book/Short Story,Thriller/Suspense,Fantasy,Chuck Russell,3.0,4.8,7765.0
The Bachelor,21731001.0,36882378.0,,21000000.0,Nov 05 1999,PG-13,101.0,New Line,Remake,Romantic Comedy,Contemporary Fiction,,9.0,4.8,9030.0
Be Cool,55849401.0,94849401.0,,75000000.0,Mar 04 2005,PG-13,115.0,MGM,Based on Book/Short Story,Comedy,Contemporary Fiction,F. Gary Gray,30.0,5.6,32082.0
Big Daddy,163479795.0,234779795.0,,30000000.0,Jun 25 1999,PG-13,95.0,Sony Pictures,Original Screenplay,Comedy,Contemporary Fiction,Dennis Dugan,40.0,4.7,48.0
Bedazzled,37879996.0,90376224.0,,48000000.0,Oct 20 2000,PG-13,93.0,20th Century Fox,Remake,Comedy,Contemporary Fiction,Harold Ramis,49.0,5.9,30946.0
Body of Lies,39394666.0,108394666.0,22024703.0,67500000.0,Oct 10 2008,R,129.0,Warner Bros.,Based on Book/Short Story,Thriller/Suspense,Contemporary Fiction,Ridley Scott,52.0,7.2,53921.0
Blood Diamond,57377916.0,171377916.0,62588936.0,100000000.0,Dec 08 2006,R,143.0,Warner Bros.,Original Screenplay,Action,Historical Fiction,Edward Zwick,62.0,8.0,118925.0
Mr. Bean's Holiday,33302167.0,229736344.0,28248145.0,25000000.0,Aug 24 2007,G,88.0,Universal,Based on TV,Comedy,Contemporary Fiction,,50.0,6.0,28950.0
Beavis and Butt-head Do America,63118386.0,63118386.0,,12000000.0,Dec 20 1996,PG-13,80.0,Paramount Pictures,Based on TV,Comedy,Contemporary Fiction,Mike Judge,71.0,6.6,22918.0
Bend it Like Beckham,32543449.0,76583333.0,,5000000.0,Mar 12 2003,PG-13,112.0,Fox Searchlight,Original Screenplay,Drama,Contemporary Fiction,Gurinder Chadha,,6.9,41052.0
In the Bedroom,35930604.0,43430604.0,,1700000.0,Nov 23 2001,R,130.0,Miramax,Based on Book/Short Story,Drama,Contemporary Fiction,Todd Field,93.0,7.5,20888.0
Bee Movie,126631277.0,287594577.0,79628881.0,150000000.0,Nov 02 2007,PG,90.0,Paramount Pictures,Original Screenplay,Comedy,Kids Fiction,Steve Hickner,51.0,6.3,30575.0
Being John Malkovich,22858926.0,32382381.0,,13000000.0,Oct 29 1999,R,112.0,USA Films,Original Screenplay,Black Comedy,Fantasy,Spike Jonze,92.0,7.9,113568.0
Behind Enemy Lines,58855732.0,58855732.0,,40000000.0,Nov 30 2001,PG-13,106.0,20th Century Fox,Original Screenplay,Action,Historical Fiction,,36.0,6.1,32575.0
Beloved,22852487.0,22852487.0,,53000000.0,Oct 16 1998,R,172.0,Walt Disney Pictures,Based on Book/Short Story,Drama,Historical Fiction,Jonathan Demme,77.0,5.3,102.0
Beowulf,82195215.0,194995215.0,35961910.0,150000000.0,Nov 16 2007,PG-13,115.0,Paramount Pictures,Based on Book/Short Story,Adventure,Fantasy,Robert Zemeckis,70.0,6.6,62513.0
Big Fat Liar,47811275.0,52375275.0,,15000000.0,Feb 08 2002,PG,88.0,Universal,Original Screenplay,Comedy,Contemporary Fiction,Shawn Levy,43.0,5.2,9877.0
Big Fish,66432867.0,123432867.0,,70000000.0,Dec 10 2003,PG-13,125.0,Sony Pictures,Based on Book/Short Story,Drama,Fantasy,Tim Burton,77.0,8.1,141099.0
The Big Hit,27066941.0,27066941.0,,13000000.0,Apr 24 1998,R,91.0,Sony Pictures,Original Screenplay,Action,Contemporary Fiction,,41.0,5.8,14157.0
The Big Lebowski,17498804.0,46189568.0,,15000000.0,Mar 06 1998,R,127.0,Gramercy,Original Screenplay,Comedy,Contemporary Fiction,Joel Coen,78.0,8.2,177960.0
Big Momma's House,117559438.0,173559438.0,,33000000.0,Jun 02 2000,PG-13,98.0,20th Century Fox,Original Screenplay,Comedy,Contemporary Fiction,Raja Gosnell,30.0,4.7,21318.0
Black Hawk Down,108638745.0,173638745.0,970318.0,95000000.0,Dec 28 2001,R,144.0,Sony Pictures,Based on Book/Short Story,Action,Dramatization,Ridley Scott,76.0,7.7,98653.0
Billy Elliot,21995263.0,109280263.0,,5000000.0,Oct 13 2000,PG-13,110.0,Focus Features,Original Screenplay,Drama,Contemporary Fiction,Stephen Daldry,85.0,7.7,38403.0
Bicentennial Man,58220776.0,87420776.0,,90000000.0,Dec 17 1999,PG,132.0,Walt Disney Pictures,Based on Book/Short Story,Drama,Science Fiction,Chris Columbus,38.0,6.4,28827.0
Becoming Jane,18663911.0,37304637.0,8061456.0,16500000.0,Aug 03 2007,PG,120.0,Miramax,Based on Real Life Events,Romantic Comedy,Dramatization,,58.0,7.0,15167.0
Bridget Jones: The Edge Of Reason,40203020.0,263894551.0,,50000000.0,Nov 12 2004,R,108.0,Universal,Based on Book/Short Story,Romantic Comedy,Contemporary Fiction,,,5.6,26325.0
Bridget Jones's Diary,71500556.0,281527158.0,,25000000.0,Apr 13 2001,R,97.0,Miramax,Based on Book/Short Story,Romantic Comedy,Contemporary Fiction,,80.0,6.8,58213.0
Blade,70141876.0,131237688.0,,45000000.0,Aug 21 1998,R,121.0,New Line,Based on Comic/Graphic Novel,Action,Super Hero,Stephen Norrington,55.0,7.0,64896.0
The Blair Witch Project,140539099.0,248300000.0,,600000.0,Jul 14 1999,R,87.0,Artisan,Original Screenplay,Horror,Contemporary Fiction,,85.0,6.2,87629.0
Blast from the Past,26613620.0,26613620.0,,35000000.0,Feb 12 1999,PG-13,111.0,New Line,Original Screenplay,Comedy,Contemporary Fiction,Hugh Wilson,60.0,6.4,23243.0
Blade 2,81676888.0,154338601.0,,54000000.0,Mar 22 2002,R,117.0,New Line,Based on Comic/Graphic Novel,Action,Super Hero,Guillermo Del Toro,,5.5,90.0
Blade: Trinity,52397389.0,132397389.0,,65000000.0,Dec 08 2004,R,113.0,New Line,Based on Comic/Graphic Novel,Action,Super Hero,David Goyer,,5.7,42477.0
Blades of Glory,118594548.0,145594548.0,49219041.0,61000000.0,Mar 30 2007,PG-13,94.0,Paramount Pictures,Original Screenplay,Comedy,Contemporary Fiction,,69.0,6.5,51929.0
Blood Work,26199517.0,26199517.0,,50000000.0,Aug 09 2002,R,110.0,Warner Bros.,Based on Book/Short Story,Thriller/Suspense,Contemporary Fiction,Clint Eastwood,54.0,6.3,16751.0
Black Christmas,16235738.0,16235738.0,28729107.0,9000000.0,Dec 25 2006,R,90.0,MGM,Remake,Horror,Contemporary Fiction,,15.0,4.3,10424.0
Black Snake Moan,9396870.0,9396870.0,12540785.0,15000000.0,Mar 02 2007,R,115.0,Paramount Vantage,Original Screenplay,Drama,Contemporary Fiction,,66.0,7.1,28145.0
"Legally Blonde 2: Red, White & Blonde",90639088.0,125339088.0,,25000000.0,Jul 02 2003,PG,95.0,MGM,Original Screenplay,Comedy,Contemporary Fiction,,,,
Legally Blonde,96493426.0,141743426.0,,18000000.0,Jul 13 2001,PG-13,97.0,MGM,Original Screenplay,Comedy,Contemporary Fiction,Robert Luketic,67.0,6.2,44128.0
Blow,52990775.0,83282296.0,,30000000.0,Apr 06 2001,R,123.0,New Line,Based on Book/Short Story,Drama,Dramatization,Ted Demme,54.0,7.4,70218.0
Blue Crush,40118420.0,51327420.0,,30000000.0,Aug 16 2002,PG-13,105.0,Universal,Based on Magazine Article,Drama,Contemporary Fiction,,62.0,5.5,11699.0
A Beautiful Mind,170708996.0,316708996.0,,78000000.0,Dec 21 2001,PG-13,135.0,Universal,Based on Magazine Article,Drama,Dramatization,Ron Howard,78.0,8.0,126067.0
Bandits,41523271.0,71523271.0,,75000000.0,Oct 12 2001,PG-13,123.0,MGM,Original Screenplay,Comedy,Contemporary Fiction,Barry Levinson,63.0,6.5,30732.0
Bobby,11242801.0,20597806.0,12345494.0,14000000.0,Nov 17 2006,R,120.0,MGM,Based on Real Life Events,Drama,Dramatization,Emilio Estevez,46.0,7.1,23262.0
The Bone Collector,66488090.0,151463090.0,,48000000.0,Nov 05 1999,R,118.0,Universal,Based on Book/Short Story,Thriller/Suspense,Contemporary Fiction,Phillip Noyce,27.0,6.3,46961.0
Boogie Nights,26410771.0,43111725.0,,15000000.0,Oct 10 1997,R,152.0,New Line,Original Screenplay,Drama,Historical Fiction,Paul Thomas Anderson,92.0,7.9,70962.0
Borat,128505958.0,261572744.0,62661576.0,18000000.0,Nov 03 2006,R,83.0,20th Century Fox,Based on TV,Comedy,Contemporary Fiction,Larry Charles,,7.7,3612.0
The Bourne Identity,121468960.0,213300000.0,,60000000.0,Jun 14 2002,PG-13,110.0,Universal,Based on Book/Short Story,Action,Contemporary Fiction,Doug Liman,82.0,7.7,122597.0
The Bourne Supremacy,176087450.0,288587450.0,,85000000.0,Jul 23 2004,PG-13,108.0,Universal,Based on Book/Short Story,Action,Contemporary Fiction,Paul Greengrass,81.0,7.6,104614.0
The Bourne Ultimatum,227471070.0,442161562.0,123314592.0,130000000.0,Aug 03 2007,PG-13,114.0,Universal,Based on Book/Short Story,Action,Contemporary Fiction,Paul Greengrass,93.0,8.2,146025.0
The Borrowers,22619589.0,54045832.0,,29000000.0,Feb 13 1998,PG,83.0,Polygram,Based on Book/Short Story,Comedy,Fantasy,Peter Hewitt,,5.6,4340.0
Bounce,36779296.0,53399300.0,,35000000.0,Nov 17 2000,PG-13,106.0,Miramax,Original Screenplay,Drama,Contemporary Fiction,,51.0,5.5,10702.0
The Boy in the Striped Pyjamas,9030581.0,39830581.0,9647546.0,12500000.0,Nov 07 2008,PG-13,94.0,Miramax,Based on Book/Short Story,Drama,Historical Fiction,,,7.8,21683.0
Heartbreakers,40334024.0,57753825.0,,38000000.0,Mar 23 2001,PG-13,124.0,MGM,Original Screenplay,Comedy,Contemporary Fiction,,52.0,6.2,20962.0
Bringing Out The Dead,16640210.0,16640210.0,,32000000.0,Oct 22 1999,R,120.0,Paramount Pictures,Based on Book/Short Story,Black Comedy,Contemporary Fiction,Martin Scorsese,71.0,6.8,31079.0
Breakdown,50159144.0,50159144.0,,36000000.0,May 02 1997,R,93.0,Paramount Pictures,Original Screenplay,Thriller/Suspense,Contemporary Fiction,Jonathan Mostow,79.0,,
Brokeback Mountain,83043761.0,180343761.0,31338042.0,13900000.0,Dec 09 2005,R,134.0,Focus Features,Based on Book/Short Story,Drama,Historical Fiction,Ang Lee,87.0,7.8,115951.0
Brooklyn Rules,458232.0,458232.0,,8000000.0,May 18 2007,R,99.0,Lionsgate,Original Screenplay,Drama,Historical Fiction,,,6.4,2797.0
The Brothers,27457409.0,27958191.0,,6000000.0,Mar 23 2001,R,102.0,Sony Pictures,Original Screenplay,Comedy,Contemporary Fiction,,63.0,2.8,153.0
Brown Sugar,27362712.0,28315272.0,,8000000.0,Oct 11 2002,PG-13,109.0,20th Century Fox,Original Screenplay,Romantic Comedy,Contemporary Fiction,,64.0,6.0,2745.0
Barbershop 2: Back in Business,65070412.0,65842412.0,,18000000.0,Feb 06 2004,PG-13,106.0,MGM,Original Screenplay,Comedy,Contemporary Fiction,,,5.5,4848.0
Barbershop,75781642.0,77081642.0,,12000000.0,Sep 13 2002,PG-13,103.0,MGM,Original Screenplay,Comedy,Contemporary Fiction,Tim Story,82.0,6.2,11164.0
Best in Show,18621249.0,20695413.0,,6000000.0,Sep 27 2000,PG-13,90.0,Warner Bros.,Original Screenplay,Comedy,Contemporary Fiction,Christopher Guest,94.0,7.4,24484.0
Bad Santa,60060328.0,60063017.0,,18000000.0,Nov 26 2003,R,91.0,Miramax/Dimension,Original Screenplay,Comedy,Contemporary Fiction,Terry Zwigoff,77.0,7.3,45022.0
Inglourious Basterds,120831050.0,320389438.0,58414604.0,70000000.0,Aug 21 2009,R,152.0,Weinstein Co.,Original Screenplay,Action,Historical Fiction,Quentin Tarantino,88.0,8.4,178742.0
Blue Streak,68208190.0,117448157.0,,36000000.0,Sep 17 1999,PG-13,95.0,Sony Pictures,Original Screenplay,Action,Contemporary Fiction,Les Mayfield,35.0,5.9,23545.0
The Butterfly Effect,57924679.0,96046844.0,,13000000.0,Jan 23 2004,R,113.0,New Line,Original Screenplay,Thriller/Suspense,Science Fiction,,33.0,7.8,102982.0
"O Brother, Where Art Thou",45506619.0,65976782.0,,26000000.0,Dec 22 2000,PG-13,102.0,Walt Disney Pictures,Traditional/Legend/Fairytale,Comedy,Historical Fiction,Joel Coen,,,
Batman & Robin,107325195.0,238317814.0,,125000000.0,Jun 20 1997,PG-13,130.0,Warner Bros.,Original Screenplay,Action,Super Hero,Joel Schumacher,11.0,3.5,81283.0
Bulworth,26528684.0,29203383.0,,30000000.0,May 15 1998,R,107.0,20th Century Fox,Original Screenplay,Comedy,Contemporary Fiction,Warren Beatty,75.0,6.8,15486.0
W.,25534493.0,28575778.0,7871296.0,25100000.0,Oct 17 2008,PG-13,131.0,Lionsgate,Based on Real Life Events,Drama,Dramatization,Oliver Stone,60.0,,
Bowfinger,66458769.0,98699769.0,,55000000.0,Aug 13 1999,PG-13,96.0,Universal,Original Screenplay,Comedy,Contemporary Fiction,Frank Oz,79.0,6.4,33389.0
Bewitched,63313159.0,131413159.0,,80000000.0,Jun 24 2005,PG-13,100.0,Sony Pictures,Based on TV,Comedy,Fantasy,Nora Ephron,24.0,4.8,26834.0
Barnyard: The Original Party Animals,72779000.0,116618084.0,65043181.0,51000000.0,Aug 04 2006,PG,90.0,Paramount Pictures,Original Screenplay,Comedy,Kids Fiction,Steve Oedekerk,23.0,,
Cadillac Records,8138000.0,8138000.0,10049741.0,12000000.0,Dec 05 2008,R,108.0,Sony Pictures,Based on Real Life Events,Drama,Dramatization,,67.0,6.7,5026.0
Can't Hardly Wait,25358996.0,25358996.0,,10000000.0,Jun 12 1998,PG-13,98.0,Sony Pictures,Original Screenplay,Comedy,Contemporary Fiction,,44.0,6.2,19470.0
The Rage: Carrie 2,17760244.0,17760244.0,,21000000.0,Mar 12 1999,R,101.0,MGM,Based on Book/Short Story,Horror,Contemporary Fiction,,16.0,4.3,7235.0
Cast Away,233632142.0,427230516.0,,85000000.0,Dec 22 2000,PG-13,144.0,20th Century Fox,Original Screenplay,Drama,Contemporary Fiction,Robert Zemeckis,89.0,7.5,102936.0
Catch Me if You Can,164606800.0,351106800.0,,52000000.0,Dec 25 2002,PG-13,141.0,Dreamworks SKG,Based on Book/Short Story,Drama,Dramatization,Steven Spielberg,96.0,5.7,224.0
The Cat in the Hat,101018283.0,133818283.0,,109000000.0,Nov 21 2003,PG,82.0,Universal,Based on Book/Short Story,Comedy,Fantasy,,,3.4,15318.0
Catwoman,40202379.0,82102379.0,,100000000.0,Jul 23 2004,PG-13,104.0,Warner Bros.,Based on Comic/Graphic Novel,Action,Super Hero,,10.0,3.2,34651.0
The Corpse Bride,53359111.0,117359111.0,,30000000.0,Sep 16 2005,PG,77.0,Warner Bros.,Traditional/Legend/Fairytale,Adventure,Fantasy,Tim Burton,,,
Collateral Damage,40048332.0,78353508.0,,85000000.0,Feb 08 2002,R,109.0,Warner Bros.,Original Screenplay,Action,Contemporary Fiction,Andrew Davis,,5.2,24358.0
Crocodile Dundee in Los Angeles,25590119.0,39393111.0,,25000000.0,Apr 20 2001,PG,95.0,Paramount Pictures,Original Screenplay,Adventure,Contemporary Fiction,Simon Wincer,12.0,4.6,7082.0
The Cell,61280963.0,61280963.0,,35000000.0,Aug 18 2000,R,109.0,New Line,Original Screenplay,Thriller/Suspense,Science Fiction,,46.0,6.2,36961.0
Cellular,32003620.0,45261739.0,,45000000.0,Sep 10 2004,PG-13,94.0,New Line,Original Screenplay,Thriller/Suspense,Contemporary Fiction,David R. Ellis,54.0,6.5,32534.0
City of Ember,7871693.0,11817059.0,6086988.0,38000000.0,Oct 10 2008,PG,94.0,20th Century Fox,Based on Book/Short Story,Adventure,Fantasy,Gil Kenan,53.0,6.4,14905.0
Charlie and the Chocolate Factory,206459076.0,474459076.0,,150000000.0,Jul 15 2005,PG,115.0,Warner Bros.,Remake,Comedy,Kids Fiction,Tim Burton,82.0,7.1,102437.0
Catch a Fire,4299773.0,5699773.0,,14000000.0,Oct 27 2006,PG-13,101.0,Focus Features,Based on Real Life Events,Thriller/Suspense,Dramatization,Phillip Noyce,76.0,6.8,5959.0
Charlie's Angels: Full Throttle,100814328.0,227200000.0,,120000000.0,Jun 27 2003,PG-13,106.0,Sony Pictures,Based on TV,Action,Contemporary Fiction,Joseph McGinty Nichol,,4.7,43942.0
Charlie's Angels,125305545.0,263200000.0,,90000000.0,Nov 03 2000,PG-13,98.0,Sony Pictures,Based on TV,Adventure,Contemporary Fiction,Joseph McGinty Nichol,67.0,5.5,60791.0
Chicago,170687518.0,307687518.0,,30000000.0,Dec 27 2002,PG-13,113.0,Miramax,Based on Musical/Opera,Musical,Historical Fiction,Rob Marshall,88.0,7.2,82650.0
Chicken Little,135386665.0,314432738.0,142108745.0,60000000.0,Nov 04 2005,G,80.0,Walt Disney Pictures,Original Screenplay,Adventure,Kids Fiction,Mark Dindal,36.0,5.8,17415.0
Chicken Run,106793915.0,227793915.0,,42000000.0,Jun 21 2000,G,84.0,Dreamworks SKG,Original Screenplay,Adventure,Kids Fiction,Nick Park,96.0,7.3,48307.0
Cheaper by the Dozen,138614544.0,189714544.0,,40000000.0,Dec 25 2003,PG,98.0,20th Century Fox,Remake,Comedy,Contemporary Fiction,Shawn Levy,24.0,5.6,24283.0
